,index,SN,isDyn,isHqe,gain,resolution,dcr,pde,tts,amplitude,HV,PvsV,SvsN,risetime,falltime,fwhm,tts_ss
6871,6871,PA1706-435,0,0,9534950.0,0.36,16.4,27.36,8.88,5.18,1781.0,2.81,0.084,1.04,25.28,3.17,4.851142807053238
6872,6872,PA1807-2862,0,1,11017200.0,0.26,41.6,31.94,12.5,8.69,1778.0,4.56,0.071,4.47,17.52,7.41,5.111804979768915
6873,6873,EA3298,1,0,9793640.0,0.27,11.8,27.49,6.26,6.36,1780.0,3.5,0.086,7.07,10.17,11.35,1.1573091680161236
6874,6874,PA1807-1181,0,1,10749500.0,0.32,41.0,32.8,9.52,8.05,1723.0,4.11,0.073,4.73,17.49,7.51,4.627509584888866
6875,6875,PA1806-2865,0,1,11306100.0,0.35,45.1,33.63,9.83,8.22,1648.0,4.49,0.065,4.59,11.89,7.72,5.189479672627864
6876,6876,PA1807-2725B,0,1,10856400.0,0.31,29.9,30.18,11.18,6.87,1785.0,2.57,0.068,3.85,18.77,8.47,5.090407360271661
6877,6877,EA3410,1,0,9764740.0,0.28,18.3,27.4,5.71,6.54,1759.0,4.12,0.083,7.59,10.57,11.05,1.1579222538269383
6878,6878,PA1807-2839,0,1,10998500.0,0.32,20.9,28.14,11.1,7.45,1767.0,4.89,0.067,4.12,18.5,7.96,4.93674089136664
6879,6879,PA1807-2841,0,1,10566300.0,0.32,34.5,29.34,8.23,7.51,1797.0,2.54,0.069,4.54,11.51,8.2,5.4487000815645485
6880,6880,EA3886,1,0,9891080.0,0.29,13.8,30.92,6.59,6.72,1989.0,3.12,0.083,6.93,10.34,11.17,1.2372584741529444
6881,6881,PA1807-2114,0,1,11210100.0,0.34,16.5,25.82,11.12,9.25,1780.0,2.47,0.066,4.47,9.89,7.15,5.459947916442379
6882,6882,PA1807-2823H,0,1,11273500.0,0.32,54.3,27.15,9.01,8.96,1707.0,4.02,0.068,4.37,17.2,7.65,5.096301977135207
6883,6883,PA1807-2825,0,1,10521600.0,0.3,20.6,30.6,8.95,7.27,1702.0,4.55,0.074,4.59,18.24,7.67,5.764700419029943
6884,6884,EA3732,1,0,9967270.0,0.32,18.5,26.74,6.1,6.46,1723.0,2.54,0.092,7.1,11.05,11.11,1.3142481195953197
6885,6885,PA1807-1131,0,1,10051000.0,0.29,18.5,30.08,8.63,7.16,1673.0,4.82,0.079,4.64,18.44,8.0,5.721420239743943
6886,6886,PA1706-483,0,0,10600800.0,0.32,19.2,27.48,9.15,9876540000.0,1758.0,4.39,0.072,4.47,17.28,7.46,5.062204468687738
6887,6887,EA3399,1,0,9962180.0,0.28,14.0,28.42,6.47,6.48,1822.0,3.03,0.091,6.86,10.46,11.06,0.8318200798755563
6888,6888,PA1807-1137,0,1,10196100.0,0.38,50.4,31.6,7.61,7.17,1743.0,3.73,0.078,4.46,18.84,7.68,5.3233158687507975
6889,6889,PA1807-2831,0,1,11387500.0,0.31,54.0,31.28,8.51,8.44,1754.0,4.97,0.065,4.57,17.5,7.27,4.374824527907744
6890,6890,PA1807-1014,0,1,10682300.0,0.34,41.1,27.08,9.76,7.93,1770.0,3.59,0.068,4.5,17.44,7.45,4.985775971274293
6891,6891,EA3734,1,0,9740540.0,0.29,10.6,27.48,6.04,6.42,1798.0,3.18,0.083,7.99,10.28,11.32,1.5131682264860031
6892,6892,PA1807-1027,0,1,10894100.0,0.3,49.3,29.99,9.95,9.31,1722.0,3.57,0.071,5.01,12.85,7.48,5.266315331816455
6893,6893,PA1807-1156,0,1,10707600.0,0.3,48.4,30.11,8.43,7.24,1744.0,3.79,0.071,6.97,18.58,7.85,5.522063097024334
6894,6894,EA3885,1,0,9962250.0,0.31,10.2,25.68,6.76,6.51,1845.0,2.71,0.081,7.87,10.09,11.37,1.010920375244906
6895,6895,PA1807-2779H,0,1,10433200.0,0.27,24.9,30.0,11.37,7.16,1756.0,5.77,0.07,5.04,18.79,8.15,5.0671412575087125
6896,6896,PA1801-1453,0,0,10432000.0,0.35,31.6,27.32,8.16,6.74,1845.0,3.69,0.075,7.19,16.56,8.18,4.636346341070876
6897,6897,PA1807-1006,0,1,10770300.0,0.3,30.9,28.19,9.13,8.74,1765.0,4.75,0.07,4.51,10.12,7.06,4.815131321998248
6898,6898,EA3890,1,0,9928380.0,0.3,12.7,26.88,6.49,6.69,1878.0,2.82,0.081,7.18,9.87,11.2,1.561148951692438
6899,6899,PA1807-1009,0,1,10663200.0,0.32,35.2,33.18,9.55,7.5,1707.0,3.96,0.068,4.8,17.77,8.1,5.530397164059403
6900,6900,PA1807-1030B,0,1,10701300.0,0.32,33.2,30.14,9.13,8.0,1783.0,3.25,0.07,4.67,17.39,7.93,4.951827840575488
6901,6901,PA1807-2808H,0,1,9630470.0,0.3,44.2,31.49,11.04,6.78,1719.0,5.83,0.079,4.59,18.26,7.6,5.056559499668365
6902,6902,EA3887,1,0,9954570.0,0.26,13.3,28.47,4.8,6.24,1692.0,3.58,0.086,7.18,10.13,11.52,1.2550033824711775
6903,6903,PA1704-650,0,0,10621300.0,0.34,35.7,27.48,9.94,5.32,1791.0,2.63,0.066,1.46,27.69,10.81,4.9613631101625675
6904,6904,PA1710-1393,0,0,10261500.0,0.32,47.7,27.48,9.63,8.99,1730.0,4.88,0.082,4.52,10.09,7.18,5.826170466870596
6905,6905,EA3888,1,0,9895790.0,0.28,22.2,30.6,6.67,6.47,2240.0,3.02,0.091,6.56,9.78,11.13,1.1163259563370993
6906,6906,PA1803-1182,0,0,10456600.0,0.31,13.9,27.55,10.58,7.51,1787.0,4.26,0.075,4.58,17.75,8.07,5.310635252652637
6907,6907,PA1807-1017,0,1,10287900.0,0.34,22.5,31.32,9.49,8.06,1823.0,3.98,0.071,4.55,16.51,7.17,4.816422559349187
6908,6908,PA1807-2132,0,1,9841280.0,0.35,34.8,31.47,9.31,7.03,1794.0,4.4,0.08,4.51,17.16,7.58,5.312548848769376
6909,6909,EA3720,1,0,9992250.0,0.28,12.9,29.34,6.26,6.5,1711.0,3.4,0.085,7.32,9.95,11.44,0.8508851260450241
6910,6910,PA1807-1076,0,1,10427500.0,0.3,47.9,31.18,10.06,7.57,1746.0,4.65,0.076,4.55,18.04,7.9,5.712094000795082
6911,6911,PA1807-1077,0,1,10209000.0,0.36,20.6,33.71,8.74,8.5,1732.0,3.48,0.072,4.54,11.94,7.25,5.00982751936126
6912,6912,EA3717,1,0,10002200.0,0.27,11.6,27.26,6.42,6.73,2153.0,3.32,0.093,6.44,10.16,11.1,1.5766356282177625
6913,6913,PA1807-1042,0,1,9648410.0,0.39,14.2,32.13,8.37,7.54,1914.0,3.57,0.079,4.39,11.32,7.6,4.697751679390949
6914,6914,PA1807-1089,0,1,10082700.0,0.34,18.2,26.53,11.18,8.25,1742.0,3.7,0.073,4.56,16.89,7.09,5.116645680850481
6915,6915,PA1807-1080,0,1,10247400.0,0.29,23.8,28.7,11.51,8.65,1740.0,4.38,0.072,4.49,10.72,7.01,4.799642993478326
6916,6916,EA3715,1,0,9832120.0,0.29,11.2,27.54,6.5,6.39,1928.0,2.75,0.089,7.05,10.69,11.48,1.6519989211644448
6917,6917,PA1807-1122,0,1,10806600.0,0.35,32.1,30.22,9.05,7.69,1735.0,5.18,0.066,6.99,18.35,7.87,5.37235995059796
6918,6918,PA1807-1179,0,1,9958450.0,0.32,18.4,28.16,11.63,6.58,1735.0,3.73,0.074,0.66,18.98,8.04,5.21343232677263
6919,6919,EA3718,1,0,9996140.0,0.33,10.9,25.78,6.13,6.83,2072.0,2.93,0.088,6.81,10.19,11.13,0.6664490700761478
6920,6920,PA1807-1055,0,1,10376100.0,0.35,39.2,28.21,17.42,8.1,1723.0,3.54,0.075,4.54,16.72,7.37,4.740082306873523
6921,6921,PA1807-1051,0,1,10446300.0,0.33,47.9,32.48,10.63,6.68,1792.0,3.39,0.072,4.61,11.92,12.76,5.938457606132409
6922,6922,PA1802-1202,0,0,10059000.0,0.28,18.3,28.51,8.46,7.09,1766.0,5.4,0.076,4.54,18.4,7.74,5.3870639473325745
6923,6923,EA3902,1,0,9752290.0,0.27,12.2,27.6,7.23,5.46,1745.0,3.62,0.091,7.65,9.14,11.13,0.4990330577946045
6924,6924,PA1708-1634,0,0,10602100.0,0.3,51.2,27.31,10.09,9.3,1724.0,4.71,0.072,4.43,9.36,7.44,5.045984604588685
6925,6925,PA1807-2794,0,1,10407500.0,0.31,31.3,30.58,10.31,7.26,1735.0,3.89,0.076,4.27,18.4,8.1,5.122227240457378
6926,6926,EA3913,1,0,9930750.0,0.32,9.8,27.01,6.89,6.55,1877.0,3.49,0.094,7.09,10.03,11.37,1.03729842700301
6927,6927,PA1802-1115,0,0,10936200.0,0.29,16.6,27.84,8.26,6.04,1818.0,5.14,0.069,4.76,18.43,8.1,4.9930233879930075
6928,6928,PA1807-2868,0,1,9859100.0,0.32,23.3,33.1,11.27,6.64,1747.0,4.18,0.077,4.68,18.72,8.36,5.380232651929397
6929,6929,PA1807-1134A,0,1,9930170.0,0.29,27.8,30.18,7.59,7.13,1754.0,5.4,0.074,4.55,18.35,7.98,5.865657555654856
6930,6930,EA3903,1,0,9814260.0,0.27,11.5,28.31,5.69,6.15,1956.0,3.96,0.086,7.23,9.73,11.66,7.470111018419266
6931,6931,PA1807-1067A,0,1,10041100.0,0.33,46.3,31.39,9.12,7.01,1701.0,2.65,0.075,4.78,16.9,7.44,5.428006097822692
6932,6932,PA1807-1153,0,1,10431100.0,0.32,30.6,31.28,9.06,7.14,1753.0,3.64,0.069,4.72,18.07,7.8,5.753383207705838
6933,6933,EA3901,1,0,9960530.0,0.28,9.1,26.52,6.45,6.44,1803.0,3.91,0.085,7.11,11.0,11.54,0.8336482083651464
6934,6934,PA1806-2881A,0,1,10516300.0,0.32,26.3,30.1,11.69,6.67,1803.0,3.82,0.07,5.18,18.64,7.88,4.08923942910824
6935,6935,PA1806-1090,0,1,10375500.0,0.32,18.1,27.26,7.9,8.43,1760.0,3.17,0.071,4.61,10.75,7.17,5.3014280480745875
6936,6936,PA1709-1564,0,0,10800000.0,0.35,8.2,29.02,13.04,5.03,1740.0,3.36,0.068,7.07,17.72,7.61,5.020341856855122
6937,6937,EA3910,1,0,9887360.0,0.26,11.8,30.08,5.89,3.35,1883.0,3.21,0.079,7.71,9.84,11.8,0.7995015339482399
6938,6938,PA1806-2850B,0,1,10636300.0,0.32,17.5,27.64,7.93,7.78,1867.0,3.86,0.072,4.6,17.81,7.53,4.638769478241382
6939,6939,PA1807-1102,0,1,11184900.0,0.3,54.5,27.97,8.95,7.28,1751.0,5.23,0.063,4.57,19.44,8.07,5.0346870915696424
6940,6940,EA3845,1,0,9818880.0,0.26,14.4,28.55,6.93,6.29,1686.0,3.76,0.086,7.47,9.93,10.93,1.3732863029868563
6941,6941,PA1806-1110,0,1,10294300.0,0.29,16.9,29.25,7.76,7.52,1761.0,4.29,0.069,4.8,18.25,7.88,5.060758818350746
6942,6942,PA1806-2764,0,1,10249900.0,0.31,13.8,26.12,8.74,7.24,1728.0,2.99,0.07,3.9,18.38,7.38,5.4013297389821116
6943,6943,PA1806-2871,0,1,10679000.0,0.32,33.3,32.19,9.6,7.51,1788.0,4.65,0.069,4.55,18.12,7.96,4.801110527323181
6944,6944,EA3847,1,0,9694270.0,0.27,9.1,26.48,7.01,6.35,1788.0,3.16,0.089,7.13,10.4,11.05,1.1881777212661315
6945,6945,PA1803-1248,0,0,10153800.0,0.32,20.1,27.03,8.88,7.09,1807.0,3.96,0.071,4.51,19.26,8.37,5.1448020199511335
6946,6946,PA1806-2879,0,1,11126700.0,0.37,31.0,29.95,8.88,7.06,1739.0,3.8,0.063,4.89,18.12,8.19,4.248872715702115
6947,6947,EA3849,1,0,10104000.0,0.29,23.4,28.52,6.59,6.54,2038.0,3.3,0.086,7.15,9.16,11.91,0.9126163287692377
6948,6948,PA1705-505,0,0,10814700.0,0.29,27.2,27.0,9.39,8.04,1866.0,5.92,0.069,4.57,17.86,7.71,5.269838450831279
6949,6949,PA1807-1133,0,1,10152600.0,0.35,21.8,29.58,8.32,5.24,1720.0,4.05,0.073,9876540000.0,22.38,12.74,4.679305539175362
6950,6950,PA1806-2807,0,1,10876600.0,0.31,57.1,30.72,9.79,7.31,1775.0,4.14,0.073,4.94,18.28,8.73,6.143896645615651
6951,6951,EA3851,1,0,9853150.0,0.28,12.6,26.8,5.82,6.6,1816.0,2.92,0.08,7.1,10.1,11.1,1.070448591711323
6952,6952,PA1806-1107,0,1,10462300.0,0.36,36.9,31.84,10.33,7.85,1722.0,3.52,0.073,4.78,17.71,7.77,4.601875568560257
6953,6953,PA1807-2838,0,1,10336600.0,0.33,53.5,31.43,11.32,7.76,1744.0,4.49,0.077,4.01,17.09,7.98,5.101614535637692
6954,6954,EA3850,1,0,9892950.0,0.33,11.1,26.41,6.59,6.63,1863.0,3.08,0.083,7.45,10.31,11.03,0.522649282668258
6955,6955,PA1807-1066,0,1,9655910.0,0.37,20.8,33.96,10.28,6.88,1768.0,3.98,0.075,4.89,18.25,7.85,5.118610794066253
6956,6956,PA1807-1046,0,1,10937300.0,0.3,16.7,30.19,9.45,11.01,1841.0,3.83,0.066,4.49,9.59,6.95,4.4614007198245895
6957,6957,PA1807-2760,0,1,10505500.0,0.33,27.2,32.34,9.2,8.42,1669.0,3.53,0.08,4.6,17.85,7.62,5.052094807067027
6958,6958,EA3648,1,0,9808280.0,0.28,16.4,32.21,5.65,6.67,2115.0,3.33,0.085,6.68,10.11,11.16,0.9368340795054226
6959,6959,PA1807-1048,0,1,10898200.0,0.25,16.6,27.45,10.62,8.81,1811.0,4.7,0.07,4.72,9.99,7.03,5.145363085890389
6960,6960,PA1807-2165,0,1,10414700.0,0.33,24.0,27.87,11.02,7.84,1761.0,3.49,0.069,4.57,16.7,7.79,5.72368354806973
6961,6961,EA3652,1,0,9675620.0,0.29,10.7,26.68,6.85,6.3,1765.0,3.18,0.094,7.14,11.08,11.02,1.5256436300394989
6962,6962,PA1807-1028,0,1,10759900.0,0.3,44.5,29.77,10.09,8.12,1682.0,4.32,0.069,4.63,17.82,7.89,4.986240367323536
6963,6963,PA1807-2707B,0,1,10866600.0,0.31,42.7,26.0,8.9,7.41,1788.0,3.89,0.067,6.87,18.4,7.96,4.716215245177912
6964,6964,PA1807-2778H,0,1,11168400.0,0.38,22.9,27.13,7.91,8.62,1821.0,2.93,0.066,4.41,17.3,7.88,5.224098614870004
6965,6965,EA3646,1,0,10115400.0,0.25,18.0,30.18,7.2,6.6,2053.0,3.7,0.081,6.99,9.5,11.19,0.5039654888737369
6966,6966,PA1807-1175,0,1,10962800.0,0.33,26.9,29.72,8.54,7.34,1738.0,2.84,0.072,4.69,12.36,12.55,5.122811139927067
6967,6967,PA1807-1195,0,1,10483800.0,0.32,30.7,32.68,10.94,7.93,1821.0,3.67,0.075,4.77,17.11,7.49,5.455269405303995
6968,6968,EA3647,1,0,9892060.0,0.28,12.4,26.7,7.26,6.5,1852.0,3.17,0.082,7.48,9.93,11.12,0.8316206851370029
6969,6969,PA1807-2899,0,1,9877450.0,0.31,37.4,31.95,11.32,7.05,1790.0,3.8,0.078,4.7,18.77,7.86,5.218353916430696
6970,6970,PA1807-1128,0,1,9729450.0,0.36,16.9,29.66,7.94,7.38,1766.0,4.35,0.08,4.24,17.47,7.67,5.266818328033994
6971,6971,PA1807-1126,0,1,10371500.0,0.34,20.1,28.27,11.02,7.48,1756.0,4.12,0.077,4.6,18.07,7.53,5.150006842152089
6972,6972,EA3649,1,0,10026100.0,0.26,18.3,28.09,7.12,6.71,1756.0,3.56,0.08,7.67,9.84,11.12,1.0143565088656246
6973,6973,PA1712-1373,0,0,9854140.0,0.31,50.3,28.7,8.92,7.07,1717.0,3.72,0.075,4.67,17.99,8.19,5.003334966478733
6974,6974,PA1807-1151,0,1,10076000.0,0.36,24.4,25.82,9.16,8.21,1701.0,2.94,0.081,4.38,11.71,7.42,5.446674262792442
6975,6975,PA1807-1185,0,1,10876400.0,0.33,54.7,34.0,12.19,8.47,1851.0,3.89,0.073,4.55,11.34,7.44,5.377938513629303
6976,6976,EA3653,1,0,9961430.0,0.27,13.9,28.66,6.12,6.48,1766.0,4.15,0.08,7.33,10.39,11.69,1.43126769900253
6977,6977,PA1806-2910,0,1,11121000.0,0.3,49.4,31.52,9.48,6.03,1863.0,2.91,0.069,4.72,18.37,7.75,5.220026310202444
6978,6978,PA1807-2769,0,1,10611300.0,0.3,41.8,29.89,11.14,8.32,1773.0,3.25,0.079,4.55,18.01,7.51,5.172271572712543
6979,6979,EA3651,1,0,9924130.0,0.27,9.8,26.94,6.87,6.56,1753.0,4.05,0.078,7.03,10.26,11.42,1.3108941785526913
6980,6980,PA1807-2820,0,1,10483600.0,0.33,19.4,30.49,11.24,9876540000.0,1813.0,2.73,0.079,4.49,17.67,7.44,5.586845365194649
6981,6981,PA1807-2192,0,1,11035100.0,0.35,44.1,30.11,9.01,9.32,1666.0,3.33,0.072,4.74,18.0,7.67,4.490560550899642
6982,6982,PA1806-2941,0,1,10727700.0,0.33,30.8,28.15,10.0,8.06,1776.0,3.67,0.072,4.61,18.0,7.45,5.162701415374069
6983,6983,EA3786,1,0,10121200.0,0.27,14.8,27.91,6.78,6.79,2077.0,3.83,0.079,6.17,9.95,11.34,0.9656872509324269
6984,6984,PA1806-2859,0,1,10613200.0,0.31,16.3,25.88,8.48,8.33,1755.0,3.67,0.068,4.47,17.04,7.35,5.543256492339245
6985,6985,PA1712-1326,0,0,9976550.0,0.29,11.6,27.43,9.21,7.25,1743.0,5.32,0.073,4.63,17.57,7.95,4.825034154044962
6986,6986,EA3789,1,0,9736800.0,0.27,24.1,27.04,6.45,6.24,1831.0,2.93,0.088,7.31,10.07,11.24,1.223696064641727
6987,6987,PA1807-2813HA,0,1,9979580.0,0.29,24.6,30.39,8.69,5.75,1847.0,3.97,0.073,4.34,18.22,7.81,5.746619317863192
6988,6988,PA1807-1101,0,1,10775800.0,0.32,21.4,31.86,8.35,7.92,1804.0,4.82,0.066,4.48,18.4,7.75,4.977067262603206
6989,6989,PA1807-1103,0,1,10139200.0,0.33,19.0,29.28,9.12,7.21,1703.0,4.11,0.071,4.75,17.84,7.9,5.114684263609917
6990,6990,EA3794,1,0,9923190.0,0.27,10.1,26.26,5.74,6.49,1722.0,2.77,0.081,7.08,9.74,11.05,1.2883340337841556
6991,6991,PA1807-2796H,0,1,10268100.0,0.32,15.6,29.42,9.5,7.97,1740.0,5.64,0.072,4.08,17.39,7.59,5.752119442613672
6992,6992,PA1806-1093,0,1,11133800.0,0.3,23.2,32.12,8.88,9.36,1788.0,4.75,0.067,4.58,10.61,7.04,5.1579422991863595
6993,6993,EA3796,1,0,9911620.0,0.26,16.6,26.47,6.6,6.53,1909.0,3.27,0.079,7.12,9.45,11.43,1.5154751833459295
6994,6994,PA1807-2792,0,1,10695000.0,0.29,31.7,31.73,10.05,7.51,1791.0,4.52,0.071,4.62,17.85,8.26,4.143526508750953
6995,6995,PA1806-1113,0,1,10693600.0,0.3,35.2,30.23,8.38,7.92,1774.0,3.84,0.07,5.05,17.42,7.82,5.782517174852894
6996,6996,PA1807-1097,0,1,10592900.0,0.3,40.0,29.04,11.31,8.41,1727.0,3.66,0.069,4.7,15.93,7.65,4.877582671893112
6997,6997,EA3795,1,0,9992830.0,0.27,15.7,27.87,5.44,6.55,1948.0,3.75,0.083,6.76,11.04,11.51,1.0637583021539057
6998,6998,PA1807-1113,0,1,11464000.0,0.33,54.4,28.52,10.81,8.06,1780.0,4.36,0.064,4.66,18.11,8.23,5.34969631568157
6999,6999,PA1807-1087,0,1,11238300.0,0.32,12.9,30.89,9.6,9.23,1779.0,3.42,0.065,4.54,12.03,7.44,5.193543692919732
7000,7000,EA3797,1,0,10064700.0,0.29,28.4,27.7,6.62,6.6,2101.0,3.25,0.082,7.09,10.52,11.51,1.3706195277966096
7001,7001,PA1807-1119,0,1,10428100.0,0.31,34.5,28.81,8.11,7.53,1773.0,4.33,0.069,4.66,18.25,7.81,4.874016847212275
7002,7002,PA1806-1104,0,1,10204800.0,0.3,18.4,27.74,8.71,7.23,1782.0,6.17,0.071,3.7,18.52,8.06,4.8347023583938205
7003,7003,PA1806-1112,0,1,10527500.0,0.33,38.8,29.0,9.56,7.38,1760.0,3.91,0.071,4.59,18.29,7.77,5.710684487166565
7004,7004,EA3792,1,0,9900450.0,0.28,12.1,27.66,6.78,6.41,1913.0,3.21,0.093,7.13,9.81,11.69,0.7113537823657196
7005,7005,PA1807-1109,0,1,10234600.0,0.39,21.5,30.68,9.77,7.36,1727.0,3.78,0.074,4.55,18.51,7.76,5.981299963620247
7006,7006,PA1806-2939,0,1,10680200.0,0.3,42.9,31.03,10.13,7.19,1777.0,5.57,0.067,7.04,18.95,7.98,5.902207923369746
7007,7007,EA3759,1,0,9951290.0,0.29,11.7,28.9,6.85,6.49,1812.0,2.75,0.088,6.98,10.07,11.32,1.9180137458600497
7008,7008,PA1807-2113,0,1,10600400.0,0.33,48.0,33.42,9.46,7.07,1731.0,2.99,0.069,4.36,18.49,8.16,5.169247048641839
7009,7009,PA1806-2899,0,1,10254400.0,0.31,58.5,31.27,9.46,7.18,1767.0,3.27,0.075,6.84,18.23,7.9,5.519939168878451
7010,7010,PA1806-2880,0,1,10517000.0,0.32,47.0,31.31,11.14,6.93,1777.0,2.79,0.071,1.64,18.74,8.47,5.5325513593348
7011,7011,EA3757,1,0,9883190.0,0.29,13.5,28.35,6.44,6.15,1834.0,2.99,0.089,7.68,10.25,12.19,1.0542867993940497
7012,7012,PA1806-2813,0,1,10125600.0,0.37,27.7,29.03,7.32,8.03,1781.0,3.62,0.075,4.59,10.34,7.28,4.452473340260663
7013,7013,PA1806-1118,0,1,9926130.0,0.28,11.4,25.04,9.49,6.94,1734.0,3.62,0.079,4.52,18.28,7.79,4.990633662997223
7014,7014,EA3678,1,0,9799530.0,0.26,22.9,25.68,5.85,9876540000.0,1854.0,3.3,0.093,7.8,9.44,11.66,7.017861992120742
7015,7015,PA1707-1469,0,0,10955700.0,0.33,25.4,27.2,9.2,6.3,1749.0,3.8,0.068,1.42,23.38,9.67,5.2291469885173445
7016,7016,PA1806-2944,0,1,10596700.0,0.35,17.5,31.4,8.37,6.26,1764.0,3.43,0.071,4.69,18.97,8.06,4.612870602269814
7017,7017,PA1806-2905,0,1,11076800.0,0.32,30.7,32.64,9.43,6.6,1762.0,3.91,0.066,4.69,18.91,8.09,5.005618435481951
7018,7018,EA3758,1,0,9774160.0,0.3,12.2,27.33,6.95,6.27,1922.0,3.24,0.098,6.83,10.99,11.67,0.8226614908894172
7019,7019,PA1711-1337,0,0,9916200.0,0.32,26.4,28.72,8.78,6.84,1733.0,4.55,0.075,4.47,18.86,8.27,5.076873190659671
7020,7020,PA1708-1417,0,0,10492500.0,0.28,44.0,28.67,10.38,8.54,1747.0,4.29,0.074,4.65,10.17,7.36,4.440200367875766
7021,7021,EA3760,1,0,10012100.0,0.28,28.7,28.65,6.92,6.26,1979.0,3.73,0.084,7.07,9.58,11.5,1.9475304795331079
7022,7022,PA1712-1567,0,0,10629500.0,0.32,41.2,28.06,9.14,8.46,1789.0,3.09,0.075,4.51,10.76,7.38,5.205287715117806
7023,7023,PA1806-2935,0,1,10406200.0,0.34,46.0,28.44,7.54,9876540000.0,1786.0,2.61,0.074,3.69,17.87,7.58,4.167382242648583
7024,7024,PA1807-2118,0,1,10778300.0,0.34,39.1,32.42,9.15,7.83,1766.0,3.28,0.071,9876540000.0,16.94,7.45,5.007454711630528
7025,7025,EA3762,1,0,10037900.0,0.26,8.6,25.36,6.28,6.48,1790.0,3.66,0.084,7.09,10.54,11.38,1.3887068934782856
7026,7026,PA1807-2198,0,1,10326800.0,0.32,16.7,30.03,9.17,7.68,1782.0,4.52,0.07,4.54,18.31,7.52,5.4458866246753175
7027,7027,PA1806-1102,0,1,10924700.0,0.28,41.9,26.09,10.12,7.5,1801.0,3.7,0.066,4.67,18.46,7.8,5.227776946745632
7028,7028,EA3861,1,0,10094400.0,0.33,13.1,28.04,6.09,6.46,1824.0,3.14,0.079,7.76,10.47,11.56,1.1559998487347787
7029,7029,PA1807-2722,0,1,10338600.0,0.29,13.6,30.56,9.09,7.0,1713.0,5.48,0.071,4.72,19.01,8.54,5.282771189501892
7030,7030,PA1806-2938,0,1,10632600.0,0.29,17.2,31.28,12.63,8.06,1783.0,4.05,0.068,7.0,17.73,7.66,4.794904371700759
7031,7031,PA1806-2745,0,1,10790600.0,0.3,39.2,32.56,9.6,8.4,1778.0,3.63,0.068,4.6,17.05,7.59,5.2275695141532355
7032,7032,EA3607,1,0,9735530.0,0.28,25.3,28.74,6.63,6.46,1905.0,3.78,0.082,7.53,10.13,11.11,0.875636162752336
7033,7033,PA1807-2708,0,1,10437700.0,0.3,33.3,32.43,9.22,7.64,1810.0,6.28,0.067,4.59,17.31,7.84,5.157543464791707
7034,7034,PA1708-1551,0,0,10468000.0,0.32,24.9,27.51,13.01,7.91,1761.0,4.15,0.078,3.64,16.91,7.64,5.398558652848403
7035,7035,EA3609,1,0,9945700.0,0.27,21.2,27.03,5.89,6.18,1771.0,3.51,0.078,7.31,10.17,11.36,0.8484312955969693
7036,7036,PA1806-2313,0,1,10604400.0,0.31,20.4,33.66,12.16,2.55,1784.0,5.02,0.071,4.58,17.65,7.32,4.8905127816473
7037,7037,PA1807-2150,0,1,10457300.0,0.34,17.9,31.3,10.27,8.35,1901.0,3.74,0.076,4.63,15.74,7.61,3.159938745090978
7038,7038,PA1807-1095,0,1,10410800.0,0.33,55.5,30.56,9.63,6.95,1724.0,2.86,0.077,4.7,18.47,8.4,5.255975450561225
7039,7039,EA3611,1,0,9633280.0,0.28,9.9,29.29,6.57,6.32,1957.0,2.69,0.083,6.73,10.04,11.61,1.0188186065182272
7040,7040,PA1807-2183,0,1,9923430.0,0.35,29.8,31.66,9.7,8.17,1871.0,3.06,0.079,4.59,9.72,7.31,5.082452679203619
7041,7041,PA1806-2315,0,1,10705000.0,0.32,51.2,29.89,9.67,7.35,1779.0,4.28,0.074,4.93,18.68,8.0,5.150253206268222
7042,7042,EA3613,1,0,9885410.0,0.29,13.2,29.98,6.4,6.48,1898.0,3.0,0.085,6.82,9.9,11.55,1.245832750269762
7043,7043,PA1806-2858,0,1,10288800.0,0.34,54.9,31.04,10.5,7.69,1733.0,3.25,0.073,5.06,16.94,7.4,5.157963365065794
7044,7044,PA1803-1121,0,0,10657600.0,0.33,32.8,27.24,8.51,9.27,1877.0,3.21,0.069,4.38,11.86,7.36,5.496051137035683
7045,7045,PA1708-1726,0,0,10591200.0,0.33,15.8,29.85,9.56,7.48,1708.0,3.33,0.073,4.62,18.28,7.95,5.650176154655048
7046,7046,EA3608,1,0,9906790.0,0.29,13.0,30.99,6.76,6.67,2139.0,3.39,0.081,6.53,9.64,11.49,1.4989147480508245
7047,7047,PA1807-2116,0,1,10689100.0,0.32,15.3,29.98,8.63,8.06,1781.0,6.12,0.071,4.56,17.89,7.51,5.1149349749928215
7048,7048,PA1807-2729H,0,1,10339100.0,0.34,26.7,29.93,10.31,6.86,1738.0,5.66,0.069,4.76,18.86,8.19,5.5707201327538645
7049,7049,EA3616,1,0,9940950.0,0.27,14.5,29.49,5.95,6.5,1876.0,3.99,0.088,7.44,10.56,11.71,1.0042188013751232
7050,7050,PA1806-2869A,0,1,10833500.0,0.33,27.0,28.32,8.45,7.58,1791.0,4.25,0.069,4.45,18.38,7.71,5.202686737818788
7051,7051,PA1806-1106,0,1,10199400.0,0.33,14.7,31.6,8.93,7.46,1793.0,4.17,0.071,4.49,18.16,7.91,5.0722671282350005
